February 2021 California County Precipitation
Units: Inches
Missing: -99
Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,0.97,-2.37,24,3.34
CA-003,Alpine County,California,2.2,-3.73,33,5.93
CA-005,Amador County,California,2.67,-3.38,33,6.05
CA-007,Butte County,California,3.38,-4.23,34,7.61
CA-009,Calaveras County,California,2.42,-3.55,30,5.97
CA-011,Colusa County,California,0.95,-3.13,25,4.08
CA-013,Contra Costa County,California,0.93,-2.44,23,3.37
CA-015,Del Norte County,California,9.94,-1.68,61,11.62
CA-017,El Dorado County,California,3.39,-4.2,33,7.59
CA-019,Fresno County,California,0.53,-3.03,13,3.56
CA-021,Glenn County,California,0.82,-3.84,19,4.66
CA-023,Humboldt County,California,7.52,-2.54,52,10.06
CA-025,Imperial County,California,0.01,-0.49,9,0.5
CA-027,Inyo County,California,0.13,-0.94,22,1.07
CA-029,Kern County,California,0.1,-1.71,3,1.81
CA-031,Kings County,California,0.03,-1.47,3,1.5
CA-033,Lake County,California,3.09,-4.62,34,7.71
CA-035,Lassen County,California,1.74,-1.06,50,2.8
CA-037,Los Angeles County,California,0.04,-3.38,2,3.42
CA-039,Madera County,California,0.65,-3.36,13,4.01
CA-041,Marin County,California,1.44,-5.11,19,6.55
CA-043,Mariposa County,California,1.43,-4.36,22,5.79
CA-045,Mendocino County,California,4.16,-4.66,32,8.82
CA-047,Merced County,California,0.32,-1.78,13,2.1
CA-049,Modoc County,California,1.98,-0.23,74,2.21
CA-051,Mono County,California,0.67,-1.75,27,2.42
CA-053,Monterey County,California,0.34,-3.76,10,4.1
CA-055,Napa County,California,1.93,-3.95,30,5.88
CA-057,Nevada County,California,3.77,-4.98,29,8.75
CA-059,Orange County,California,0.05,-2.9,7,2.95
CA-061,Placer County,California,3.6,-4.32,34,7.92
CA-063,Plumas County,California,3.11,-3.62,38,6.73
CA-065,Riverside County,California,0.04,-1.53,6,1.57
CA-067,Sacramento County,California,1.17,-2.32,26,3.49
CA-069,San Benito County,California,0.26,-3.06,8,3.32
CA-071,San Bernardino County,California,0.04,-1.13,10,1.17
CA-073,San Diego County,California,0.17,-2.62,11,2.79
CA-075,San Francisco County,California,1.73,-2.71,30,4.44
CA-077,San Joaquin County,California,0.92,-1.6,30,2.52
CA-079,San Luis Obispo County,California,0.08,-3.51,4,3.59
CA-081,San Mateo County,California,1.88,-3.37,28,5.25
CA-083,Santa Barbara County,California,0.1,-4.08,4,4.18
CA-085,Santa Clara County,California,1.07,-3.13,22,4.2
CA-087,Santa Cruz County,California,1.42,-4.83,21,6.25
CA-089,Shasta County,California,3.39,-3.36,35,6.75
CA-091,Sierra County,California,3.02,-4.75,28,7.77
CA-093,Siskiyou County,California,3.83,-1.79,54,5.62
CA-095,Solano County,California,1.08,-2.68,26,3.76
CA-097,Sonoma County,California,2.36,-5.26,26,7.62
CA-099,Stanislaus County,California,0.8,-1.73,25,2.53
CA-101,Sutter County,California,1.13,-2.36,27,3.49
CA-103,Tehama County,California,2.67,-3.35,34,6.02
CA-105,Trinity County,California,6.05,-3.3,49,9.35
CA-107,Tulare County,California,0.65,-3.49,16,4.14
CA-109,Tuolumne County,California,2.26,-4.77,25,7.03
CA-111,Ventura County,California,0.04,-4.5,2,4.54
CA-113,Yolo County,California,0.99,-2.87,27,3.86
CA-115,Yuba County,California,2.87,-3.93,31,6.8
