May 2018 California County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,0.02,-0.56,19,0.58
CA-003,Alpine County,California,1.68,-0.13,75,1.81
CA-005,Amador County,California,0.87,-0.61,52,1.48
CA-007,Butte County,California,0.52,-1.24,33,1.76
CA-009,Calaveras County,California,0.54,-0.86,39,1.4
CA-011,Colusa County,California,0.16,-0.51,42,0.67
CA-013,Contra Costa County,California,0.03,-0.51,25,0.54
CA-015,Del Norte County,California,0.72,-2.99,14,3.71
CA-017,El Dorado County,California,1.68,-0.32,68,2
CA-019,Fresno County,California,0.26,-0.57,33,0.83
CA-021,Glenn County,California,0.27,-0.58,39,0.85
CA-023,Humboldt County,California,1.19,-1.27,37,2.46
CA-025,Imperial County,California,0,-0.04,1,0.04
CA-027,Inyo County,California,0.24,-0.04,81,0.28
CA-029,Kern County,California,0.11,-0.19,41,0.3
CA-031,Kings County,California,0,-0.28,1,0.28
CA-033,Lake County,California,0.24,-1.09,33,1.33
CA-035,Lassen County,California,2.79,1.3,114,1.49
CA-037,Los Angeles County,California,0.17,-0.15,68,0.32
CA-039,Madera County,California,0.37,-0.61,41,0.98
CA-041,Marin County,California,0.13,-0.77,36,0.9
CA-043,Mariposa County,California,0.55,-0.76,39,1.31
CA-045,Mendocino County,California,0.42,-1.15,35,1.57
CA-047,Merced County,California,0.07,-0.32,43,0.39
CA-049,Modoc County,California,2.65,1.16,116,1.49
CA-051,Mono County,California,1.24,0.33,94,0.91
CA-053,Monterey County,California,0.06,-0.4,33,0.46
CA-055,Napa County,California,0.15,-0.7,40,0.85
CA-057,Nevada County,California,2.13,-0.04,80,2.17
CA-059,Orange County,California,0.13,-0.12,72,0.25
CA-061,Placer County,California,2.13,0.12,78,2.01
CA-063,Plumas County,California,2.36,0.34,86,2.02
CA-065,Riverside County,California,0.07,-0.09,52,0.16
CA-067,Sacramento County,California,0.4,-0.28,62,0.68
CA-069,San Benito County,California,0.02,-0.43,22,0.45
CA-071,San Bernardino County,California,0.25,0.09,103,0.16
CA-073,San Diego County,California,0.16,-0.18,54,0.34
CA-075,San Francisco County,California,0.05,-0.63,29,0.68
CA-077,San Joaquin County,California,0.15,-0.36,45,0.51
CA-079,San Luis Obispo County,California,0.02,-0.38,28,0.4
CA-081,San Mateo County,California,0.11,-0.68,38,0.79
CA-083,Santa Barbara County,California,0.14,-0.27,70,0.41
CA-085,Santa Clara County,California,0.06,-0.6,32,0.66
CA-087,Santa Cruz County,California,0.08,-0.74,33,0.82
CA-089,Shasta County,California,1.57,-0.46,61,2.03
CA-091,Sierra County,California,2.84,0.67,93,2.17
CA-093,Siskiyou County,California,1.97,0,77,1.97
CA-095,Solano County,California,0.06,-0.49,32,0.55
CA-097,Sonoma County,California,0.3,-0.84,46,1.14
CA-099,Stanislaus County,California,0.12,-0.34,46,0.46
CA-101,Sutter County,California,0.13,-0.52,36,0.65
CA-103,Tehama County,California,0.93,-0.6,51,1.53
CA-105,Trinity County,California,2.08,-0.11,76,2.19
CA-107,Tulare County,California,0.37,-0.48,47,0.85
CA-109,Tuolumne County,California,0.91,-0.95,41,1.86
CA-111,Ventura County,California,0.15,-0.26,65,0.41
CA-113,Yolo County,California,0.18,-0.41,47,0.59
CA-115,Yuba County,California,0.34,-1.09,28,1.43
