April 2020 California County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,68.2,2.3,93,65.9
CA-003,Alpine County,California,52.7,2.4,92,50.3
CA-005,Amador County,California,66.6,1.3,78,65.3
CA-007,Butte County,California,71.6,4,103,67.6
CA-009,Calaveras County,California,67.3,1.5,79,65.8
CA-011,Colusa County,California,74.6,4,105,70.6
CA-013,Contra Costa County,California,70.5,2.7,94,67.8
CA-015,Del Norte County,California,62.2,5.4,119,56.8
CA-017,El Dorado County,California,62.1,1.8,85,60.3
CA-019,Fresno County,California,64.6,0.9,75,63.7
CA-021,Glenn County,California,72.7,4.8,110,67.9
CA-023,Humboldt County,California,65.4,5.8,124,59.6
CA-025,Imperial County,California,86.2,1.5,80,84.7
CA-027,Inyo County,California,70.6,0.5,70,70.1
CA-029,Kern County,California,70,0,65,70
CA-031,Kings County,California,75.2,1,79,74.2
CA-033,Lake County,California,67,3.7,106,63.3
CA-035,Lassen County,California,59.5,3.8,104,55.7
CA-037,Los Angeles County,California,68.6,1,66,67.6
CA-039,Madera County,California,65.1,0.6,71,64.5
CA-041,Marin County,California,63.5,2.1,94,61.4
CA-043,Mariposa County,California,64.1,1.1,80,63
CA-045,Mendocino County,California,66.1,4.2,108,61.9
CA-047,Merced County,California,72.9,1.4,82,71.5
CA-049,Modoc County,California,59.8,4.6,108,55.2
CA-051,Mono County,California,55.4,2.1,83,53.3
CA-053,Monterey County,California,68.8,1.1,79,67.7
CA-055,Napa County,California,71.2,3.7,103,67.5
CA-057,Nevada County,California,61,2.1,86,58.9
CA-059,Orange County,California,70.2,0.8,68,69.4
CA-061,Placer County,California,62.7,2.1,88,60.6
CA-063,Plumas County,California,58.8,3.5,96,55.3
CA-065,Riverside County,California,77.5,0.5,66,77
CA-067,Sacramento County,California,74.9,3.2,98,71.7
CA-069,San Benito County,California,67.8,1.7,85,66.1
CA-071,San Bernardino County,California,75.4,0.5,69,74.9
CA-073,San Diego County,California,70.7,0.7,64,70
CA-075,San Francisco County,California,64.8,2.4,106,62.4
CA-077,San Joaquin County,California,75.4,4,107,71.4
CA-079,San Luis Obispo County,California,69,1.6,84,67.4
CA-081,San Mateo County,California,64.6,1.8,91,62.8
CA-083,Santa Barbara County,California,66.2,2.5,97,63.7
CA-085,Santa Clara County,California,67.1,2,90,65.1
CA-087,Santa Cruz County,California,66.6,2.1,96,64.5
CA-089,Shasta County,California,68,5.2,113,62.8
CA-091,Sierra County,California,57.5,3.2,95,54.3
CA-093,Siskiyou County,California,61.6,6,118,55.6
CA-095,Solano County,California,73.2,3.1,100,70.1
CA-097,Sonoma County,California,67.6,3.3,106,64.3
CA-099,Stanislaus County,California,72.7,2.2,91,70.5
CA-101,Sutter County,California,76.4,3.9,103,72.5
CA-103,Tehama County,California,70.5,5.3,112,65.2
CA-105,Trinity County,California,65.9,6.6,124,59.3
CA-107,Tulare County,California,61.7,-0,63,61.7
CA-109,Tuolumne County,California,58.6,1.5,85,57.1
CA-111,Ventura County,California,64.6,1.4,73,63.2
CA-113,Yolo County,California,75.2,3.7,105,71.5
CA-115,Yuba County,California,71.8,3.1,94,68.7
