November 2019 California County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,1.09,-1.02,44,2.11
CA-003,Alpine County,California,2.61,-1.19,54,3.8
CA-005,Amador County,California,2.08,-1.91,39,3.99
CA-007,Butte County,California,1.44,-3.91,18,5.35
CA-009,Calaveras County,California,2.01,-1.81,40,3.82
CA-011,Colusa County,California,0.82,-1.72,31,2.54
CA-013,Contra Costa County,California,0.9,-1.16,38,2.06
CA-015,Del Norte County,California,2.89,-9,9,11.89
CA-017,El Dorado County,California,2.34,-2.69,32,5.03
CA-019,Fresno County,California,2.01,0.15,82,1.86
CA-021,Glenn County,California,1.01,-2.05,31,3.06
CA-023,Humboldt County,California,2.76,-6.36,13,9.12
CA-025,Imperial County,California,0.98,0.77,125,0.21
CA-027,Inyo County,California,0.99,0.51,107,0.48
CA-029,Kern County,California,1.47,0.69,109,0.78
CA-031,Kings County,California,0.77,0.11,79,0.66
CA-033,Lake County,California,1.66,-3.48,22,5.14
CA-035,Lassen County,California,0.29,-1.96,7,2.25
CA-037,Los Angeles County,California,2.36,1.07,110,1.29
CA-039,Madera County,California,1.2,-1.14,48,2.34
CA-041,Marin County,California,1.53,-2.86,31,4.39
CA-043,Mariposa County,California,1.69,-1.74,45,3.43
CA-045,Mendocino County,California,2.11,-4.57,20,6.68
CA-047,Merced County,California,0.69,-0.49,50,1.18
CA-049,Modoc County,California,0.38,-1.72,7,2.1
CA-051,Mono County,California,1.13,-0.35,62,1.48
CA-053,Monterey County,California,2.23,0.27,84,1.96
CA-055,Napa County,California,1.03,-2.51,27,3.54
CA-057,Nevada County,California,2.15,-3.8,25,5.95
CA-059,Orange County,California,2.63,1.44,115,1.19
CA-061,Placer County,California,2.09,-3.26,28,5.35
CA-063,Plumas County,California,1.45,-3.41,17,4.86
CA-065,Riverside County,California,1.88,1.24,122,0.64
CA-067,Sacramento County,California,0.73,-1.38,27,2.11
CA-069,San Benito County,California,1.85,0.18,82,1.67
CA-071,San Bernardino County,California,1.39,0.89,122,0.5
CA-073,San Diego County,California,3.63,2.44,124,1.19
CA-075,San Francisco County,California,1.44,-1.45,41,2.89
CA-077,San Joaquin County,California,0.71,-0.81,42,1.52
CA-079,San Luis Obispo County,California,1.9,0.37,92,1.53
CA-081,San Mateo County,California,1.66,-1.5,44,3.16
CA-083,Santa Barbara County,California,2.19,0.54,95,1.65
CA-085,Santa Clara County,California,1.46,-1.01,50,2.47
CA-087,Santa Cruz County,California,2.14,-1.43,52,3.57
CA-089,Shasta County,California,1.44,-3.92,19,5.36
CA-091,Sierra County,California,2.52,-2.84,35,5.36
CA-093,Siskiyou County,California,1.4,-4,9,5.4
CA-095,Solano County,California,0.82,-1.4,35,2.22
CA-097,Sonoma County,California,1.59,-3.62,21,5.21
CA-099,Stanislaus County,California,0.69,-0.77,42,1.46
CA-101,Sutter County,California,0.53,-1.71,20,2.24
CA-103,Tehama County,California,1.4,-3.14,20,4.54
CA-105,Trinity County,California,2.36,-5.49,21,7.85
CA-107,Tulare County,California,2.35,0.42,90,1.93
CA-109,Tuolumne County,California,2.23,-2.1,42,4.33
CA-111,Ventura County,California,2.82,1.13,106,1.69
CA-113,Yolo County,California,0.54,-1.7,26,2.24
CA-115,Yuba County,California,1.72,-2.85,28,4.57
