May 2017 California County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,0.03,-0.55,26,0.58
CA-003,Alpine County,California,1.44,-0.37,62,1.81
CA-005,Amador County,California,0.74,-0.74,46,1.48
CA-007,Butte County,California,0.38,-1.38,26,1.76
CA-009,Calaveras County,California,0.54,-0.86,39,1.4
CA-011,Colusa County,California,0.07,-0.6,20,0.67
CA-013,Contra Costa County,California,0.03,-0.51,25,0.54
CA-015,Del Norte County,California,2.31,-1.4,49,3.71
CA-017,El Dorado County,California,1.08,-0.92,42,2
CA-019,Fresno County,California,0.51,-0.32,56,0.83
CA-021,Glenn County,California,0.09,-0.76,18,0.85
CA-023,Humboldt County,California,1.4,-1.06,48,2.46
CA-025,Imperial County,California,0.12,0.08,116,0.04
CA-027,Inyo County,California,0.39,0.11,96,0.28
CA-029,Kern County,California,0.18,-0.12,61,0.3
CA-031,Kings County,California,0.34,0.06,94,0.28
CA-033,Lake County,California,0.03,-1.3,6,1.33
CA-035,Lassen County,California,0.53,-0.96,23,1.49
CA-037,Los Angeles County,California,0.36,0.04,91,0.32
CA-039,Madera County,California,0.33,-0.65,34,0.98
CA-041,Marin County,California,0.07,-0.83,27,0.9
CA-043,Mariposa County,California,0.45,-0.86,35,1.31
CA-045,Mendocino County,California,0.27,-1.3,22,1.57
CA-047,Merced County,California,0.12,-0.27,53,0.39
CA-049,Modoc County,California,0.62,-0.87,21,1.49
CA-051,Mono County,California,0.94,0.03,85,0.91
CA-053,Monterey County,California,0.11,-0.35,45,0.46
CA-055,Napa County,California,0.03,-0.82,13,0.85
CA-057,Nevada County,California,0.8,-1.37,27,2.17
CA-059,Orange County,California,0.39,0.14,97,0.25
CA-061,Placer County,California,1.08,-0.93,42,2.01
CA-063,Plumas County,California,0.62,-1.4,23,2.02
CA-065,Riverside County,California,0.22,0.06,95,0.16
CA-067,Sacramento County,California,0.12,-0.56,33,0.68
CA-069,San Benito County,California,0.11,-0.34,46,0.45
CA-071,San Bernardino County,California,0.19,0.03,93,0.16
CA-073,San Diego County,California,1.15,0.81,121,0.34
CA-075,San Francisco County,California,0.01,-0.67,9,0.68
CA-077,San Joaquin County,California,0.08,-0.43,38,0.51
CA-079,San Luis Obispo County,California,0.36,-0.04,88,0.4
CA-081,San Mateo County,California,0.01,-0.78,7,0.79
CA-083,Santa Barbara County,California,0.39,-0.02,93,0.41
CA-085,Santa Clara County,California,0.06,-0.6,32,0.66
CA-087,Santa Cruz County,California,0.05,-0.77,27,0.82
CA-089,Shasta County,California,0.48,-1.55,20,2.03
CA-091,Sierra County,California,1.02,-1.15,35,2.17
CA-093,Siskiyou County,California,0.76,-1.21,22,1.97
CA-095,Solano County,California,0.05,-0.5,28,0.55
CA-097,Sonoma County,California,0.06,-1.08,15,1.14
CA-099,Stanislaus County,California,0.12,-0.34,46,0.46
CA-101,Sutter County,California,0.14,-0.51,38,0.65
CA-103,Tehama County,California,0.47,-1.06,29,1.53
CA-105,Trinity County,California,0.57,-1.62,22,2.19
CA-107,Tulare County,California,0.56,-0.29,57,0.85
CA-109,Tuolumne County,California,0.89,-0.97,38,1.86
CA-111,Ventura County,California,0.22,-0.19,80,0.41
CA-113,Yolo County,California,0.1,-0.49,36,0.59
CA-115,Yuba County,California,0.3,-1.13,25,1.43
