City_ID,Name,Year,Month,Month created (num),County,Acres burned,Duration (days),Lat,Lon
1192,Belmont Fire,2019,May,5,San Luis Obispo,835.0,5.0,35.30759,-119.96498
1193,Hill Fire,2019,May,5,Fresno,121.0,7.0,36.66909,-119.3046
1194,Diversion Fire,2019,May,5,Riverside,45.0,4.0,33.69078,-114.57265
1195,Canyon Fire,2019,May,5,Santa Clara,144.0,12.0,37.45899,-121.22093
1196,66 Fire,2019,May,5,Riverside,55.0,26.0,33.57039,-116.1466
1197,Spruce Fire,2019,June,6,Tulare,155.0,10.0,36.28001,-119.10974
1198,Citrus Fire,2019,June,6,Tulare,257.0,9.0,36.18479,-118.99229
1199,Yokohl Fire,2019,June,6,Tulare,33.0,1.0,36.23012,-118.85712
1200,Bear Fire,2019,June,6,Tulare,25.0,8.0,36.14246,-118.80582
1201,Boulder Fire,2019,June,6,San Luis Obispo,1075.0,6.0,35.343761,-119.913717
1202,Willow Fire,2019,June,6,Contra Costa,23.0,5.0,38.02503,-121.9763
1203,Nelson Fire ,2019,June,6,Solano,24.0,10.0,38.21416,-122.12214
1204,Watt Fire,2019,June,6,Placer,27.0,4.0,38.75263,-121.39259
1205,Stuhr Fire,2019,June,6,Stanislaus,581.0,4.0,37.25988,-121.09375
1206,Levee Fire,2019,June,6,Yuba,70.0,9.0,39.15641,-121.56363
1207,Sand Fire,2019,June,6,Yolo,2220.0,9.0,38.88978,-122.23922
1208,Ink Fire,2019,June,6,Napa,50.0,9.0,38.63047,-122.47282
1209,West Butte Fire,2019,June,6,Sutter,1350.0,9.0,39.28926,-121.85906
1210,McMillan Fire,2019,June,6,San Luis Obispo,1763.0,12.0,35.66318,-120.41128
1211,Malech Fire,2019,June,6,Santa Clara,210.0,2.0,37.21638,-121.70768
1212,Calaveras Fire ,2019,June,6,Santa Clara,35.0,7.0,37.44422,-121.84082
1213,Ardo Fire,2019,June,6,Monterey,43.0,5.0,35.97059,-120.88241
1214,Springs Fire,2019,June,6,Tulare,47.0,1.0,35.89593,-118.94106
1215,Bitter Fire ,2019,June,6,San Luis Obispo,120.0,1.0,35.57376,-120.11738
1216,Pauma Fire,2019,June,6,San Diego,15.0,14.0,33.30267,-116.97772
1217,32 Fire,2019,June,6,Butte,17.0,9.0,39.76242,-121.73659
1218,Rocky Fire,2019,June,6,Siskiyou,17.0,3.0,41.64895,-122.35962
1219,IronGate Fire,2019,June,6,Siskiyou,10.0,5.0,41.94622,-122.40157
1220,Weisgarber Fire,2019,June,6,San Diego,120.0,1.0,33.39684,-117.29665
1221,Lumgrey Fire,2019,June,6,Siskiyou,207.0,7.0,39.28926,-121.85906
1222,Jerry Fire,2019,June,6,Riverside,500.0,3.0,33.919507,-117.103765
1223,Mountain Fire,2019,June,6,Alameda,30.0,3.0,37.75427,-121.57382
1224,Paskenta Fire,2019,June,6,Tehama,46.0,2.0,39.97083,-122.48277
1225,Scott Fire,2019,June,6,Yuba,80.0,0.0,39.24678,-121.32399
1226,Rock Fire,2019,June,6,Stanislaus,2420.0,2.0,37.46577,-121.28312
1227,Lonoak Fire,2019,June,6,Monterey,2546.0,1.0,36.28426,-120.94771
1228,Trinity Fire,2019,June,6,Shasta,90.0,0.0,40.41404,-122.66779
1229,Mines Fire,2019,June,6,Santa Clara,17.0,1.0,37.494136,-121.534827
1230,Dyer Fire,2019,June,6,Placer,148.0,1.0,38.73817,-121.39419
1231,Nuevo Fire,2019,June,6,Riverside,20.0,0.0,33.80493,-117.15738
1232,Long Fire,2019,June,6,Nevada,2.0,0.0,39.40972222,-121.00055556
1233,Otay Fire,2019,June,6,San Diego,28.0,1.0,32.62305556,-116.91416667
1234,Wolf Fire ,2019,June,6,Riverside,214.0,1.0,33.911,-116.980528
1235,Merced Fire ,2019,June,6,Merced,210.0,3.0,37.312877,-120.242411
1236,Mayberry Fire ,2019,June,6,Butte,12.0,0.0,39.32889,-121.23431
1237,Coyote Fire,2019,July,7,Santa Clara,74.0,0.0,37.18904,-121.694968
1238,Hollow Fire,2019,July,7,San Joaquin,283.0,2.0,37.63206,-121.538382
1239,Bikeway Fire,2019,July,7,Alameda,25.0,0.0,37.469,-121.3697
1240,Fellow Fire,2019,July,7,Contra Costa,24.0,0.0,37.99837,-122.16201
1241,Ranch Fire,2019,July,7,Shasta,30.0,1.0,40.41741,-122.767256
1242,Snowstorm Fire,2019,July,7,Lassen,263.0,1.0,40.679318,-120.392768
1243,Gillis Fire,2019,July,7,San Luis Obispo,1010.0,1.0,35.6311111,-120.2691666
1244,Sargent Fire,2019,July,7,Monterey,190.0,1.0,35.95191,-120.8092
1245,Gibbel Fire ,2019,July,7,Riverside,20.0,0.0,33.69055556,-116.953889
1246,Border Fire,2019,July,7,San Diego,100.0,3.0,32.566389,-116.7525
1247,Lincoln Fire,2019,July,7,Riverside,80.0,5.0,33.56938,-116.07896
1248,Mid Fire,2019,July,7,Alameda,22.0,0.0,37.093243,-121.586846
1249,Orange fire,2019,July,7,Riverside,96.0,0.0,33.8128372,-117.1228851
1250,Jasper Fire,2019,July,7,State of Nevada,1165.0,3.0,39.631945,-119.769881
1251,Doyle Fire,2019,July,7,Lassen,193.0,2.0,40.072739,-120.158273
1252,South Fire ,2019,July,7,Ventura,131.0,1.0,34.366111,-118.96
1253,Milton Fire ,2019,July,7,Stanislaus,202.0,1.0,37.944751,-120.84372
1254,Aborn Fire,2019,July,7,Santa Clara,47.0,0.0,37.32555556,-121.76444444
1255,Madera Fire ,2019,July,7,Madera,213.0,1.0,37.016944,-119.934167
1256,Meadow Fire,2019,July,7,Riverside,81.0,1.0,33.514658,-116.7884
1257,Goose 2 Fire,2019,July,7,Modoc,128.0,3.0,41.909,-120.306
1258,Vista Fire,2019,July,7,San Diego,25.0,1.0,32.794768,-116.839743
1259,Rains Fire,2019,July,7,Stanislaus,35.0,0.0,37.420988,-121.371276
1260,Whiskey Fire,2019,July,7,Calaveras,27.0,2.0,38.115224,-120.78068
1261,Tucker Fire,2019,July,7,Modoc,14217.0,14.0,41.79591,-121.260305
1262,Range Fire,2019,July,7,Santa Barbara,100.0,8.0,34.665699,-119.94974
1263,Mill Fire,2019,July,7,Monterey,280.0,13.0,36.008889,-121.466944
1264,Carson Fire,2019,July,7,El Dorado,13.0,1.0,38.757636,-120.75664
1265,Caliente Fire,2019,August,8,San Diego,448.0,2.0,32.575556,-117.026667
1266,Browns Fire,2019,August,8,Sacramento,84.0,0.0,38.3525,-121.123611
1267,Prairie Fire ,2019,August,8,Sacramento,50.0,0.0,38.622058,-121.114095
1268,Meadow Fire (Not a CAL FIRE incident),2019,August,8,Modoc,103.0,0.0,41.43783,-120.23976
1269,Marsh Complex,2019,August,8,Contra Costa,340.0,3.0,37.908362,-121.872941
1270,Five Fire,2019,August,8,Los Angeles,156.0,2.0,34.677864,-118.752395
1271,La Barisa Fire,2019,August,8,San Bernardino,26.0,1.0,34.202883,-116.4449
1272,Caliente Fire,2019,August,8,Kern,29.0,1.0,35.287373,-118.623651
1273,Toro Fire ,2019,August,8,Riverside,94.0,1.0,33.740219,-117.333728
1274,Golf Fire,2019,August,8,Lake,20.0,3.0,38.99174,-122.7751
1275,Preston Fire,2019,August,8,Tuolumne,21.0,0.0,37.949747,-120.420058
1276,W1 McDonald Fire,2019,August,8,Lassen,1020.0,3.0,40.943799,-120.275298
1277,Ward Fire,2019,August,8,State of Oregon,1301.0,9.0,42.033,-122.175
1278,Heavy Range Fire,2019,August,8,Yolo,33.0,0.0,39.171091,-121.423281
1279,Radio Fire,2019,August,8,Riverside,20.0,0.0,33.909792,-117.004667
1280,Lower Fire,2019,August,8,Shasta,46.0,1.0,40.46968,-122.54364
1281,Moose Fire,2019,August,8,Mendocino,225.0,5.0,39.005262,-123.195306
1282,Timm Fire ,2019,August,8,Solano,81.0,0.0,38.455,-121.969167
1283,Greenstone Fire ,2019,August,8,El Dorado,16.0,0.0,38.703889,-120.890556
1284,Spring Fire ,2019,August,8,Colusa,20.0,0.0,39.088333,-122.309167
1285,Cottage Fire,2019,August,8,Shasta,156.0,2.0,40.484329,-122.159393
1286,Border 9 Fire,2019,August,8,San Diego,80.0,1.0,32.57394,-116.760465
1287,Patterson Fire,2019,August,8,El Dorado,35.0,1.0,38.652475,-120.826165
1288,Border 8 Fire,2019,August,8,Mexico,1507.0,1.0,32.573437,-116.658735
1289,Patterson Fire,2019,August,8,Alameda,139.0,0.0,37.71734,-121.55867
1290,Mountain Fire,2019,August,8,Shasta,600.0,4.0,40.715556,-122.241944
1291,Yucca Fire,2019,August,8,Riverside,34.0,1.0,33.4506,-116.857817
1292,Horse Fire,2019,August,8,Lassen,131.0,3.0,40.562,-120.544
1293,Long Valley Fire ,2019,August,8,Lassen,2438.0,3.0,39.892222,-120.029722
1294,Ivy Fire,2019,August,8,Riverside,80.0,0.0,33.77777348,-117.487578
1295,Sage Fire,2019,August,8,Riverside,12.0,0.0,33.463991,-116.914799
1296,R-1 Fire,2019,August,8,Lassen,3380.0,7.0,40.593,-120.581
1297,Carroll Fire,2019,August,8,Alameda,19.0,0.0,37.718636,-121.657011
1298,Jolon Fire,2019,September,9,Monterey,66.0,1.0,35.906482,-120.992914
1299,Snail Fire,2019,September,9,Ventura,279.0,4.0,34.71011,-119.3547
1300,Mines Fire,2019,September,9,Alameda,11.0,0.0,37.545167,-121.596667
1301,Antelope Fire,2019,September,9,San Benito,167.0,1.0,36.600167,-120.8405
1302,Telephone Fire,2019,September,9,San Bernardino,15.0,4.0,34.353667,-117.343833
1303,Country Fire,2019,September,9,El Dorado,85.0,3.0,38.898915,-120.946657
1304,Deer Fire,2019,September,9,Santa Cruz,10.0,3.0,37.178353,-122.07743
1305,Tenaja,2019,September,9,Riverside,1926.0,10.0,33.528469,-117.273157
1306,Glass Fire,2019,September,9,Lake,28.0,1.0,38.910498,-122.642572
1307,Foster Fire ,2019,September,9,San Benito,17.0,0.0,36.732866,-121.39478
1308,Red Bank Fire,2019,September,9,Tehama,8836.0,8.0,40.12,-122.64
1309,Flood Fire ,2019,September,9,San Joaquin,44.0,0.0,38.017138,-120.945044
1310,Henthorne Fire,2019,September,9,Trinity,244.0,13.0,40.062304,-123.222196
1311,South Fire,2019,September,9,Tehama,5332.0,88.0,40.109,-122.789
1312,Lone Fire,2019,September,9,Modoc,5737.0,7.0,41.748,-121.056
1313,Cow Fire,2019,September,9,Inyo,1975.0,76.0,36.284,-118.228
1314,Taboose Fire,2019,September,9,Inyo,10296.0,76.0,37.034,-118.345
1315,Forbestown Fire,2019,September,9,Butte,58.0,6.0,39.470333,-121.412333
1316,R-6 Fire,2019,September,9,Lassen,260.0,5.0,44.734,-120.606
1317,Kidder 2 Fire,2019,September,9,Siskiyou,227.0,19.0,41.4929742,-123.2129356
1318,Rams Horn Fire,2019,September,9,Trinity,280.0,5.0,41.150392,-122.634108
1319,Oak Fire,2019,September,9,Lake,53.0,1.0,38.955024,-122.833831
1320,Swedes Fire,2019,September,9,Butte,496.0,6.0,39.45296,-121.412619
1321,Duzel Fire,2019,September,9,Siskiyou,15.0,3.0,41.512917,-122.740333
1322,Sycamore Fire,2019,September,9,Riverside,250.0,1.0,33.9369,-117.3063
1323,McMurray Fire,2019,September,9,Santa Barbara,200.0,5.0,34.630919,-120.187368
1324,Bailey Fire,2019,September,9,Riverside,10.0,0.0,33.496633,-116.631106
1325,Bridge Fire,2019,September,9,Stanislaus,11.0,0.0,37.492002,-120.401028
1326,Bautista Fire,2019,September,9,Riverside,167.0,7.0,33.635,-116.801111
1327,Reservoir Fire,2019,September,9,Santa Clara,128.0,3.0,37.467744,-121.842751
1328,Lopez Fire,2019,September,9,San Luis Obispo,220.0,6.0,35.214364,-120.455883
1329,Kennedy Fire,2019,September,9,Riverside,98.0,1.0,33.900994,-117.170588
1330,Tulloch Fire,2019,September,9,Tuolumne,83.0,1.0,37.838333,-120.625556
1331,Cow Fire,2019,September,9,Shasta,16.0,0.0,40.612556,-122.039167
1332,Electra Fire,2019,September,9,Amador,10.0,0.0,38.332083,-120.67131
1333,Willow Fire,2019,September,9,San Diego,52.0,0.0,32.87833333,-116.88
1334,Hwy Fire,2019,September,9,Butte,300.0,0.0,39.622137,-121.693472
1335,Chaparral Fire,2019,September,9,El Dorado,22.0,0.0,38.538467,-120.965105
1336,Warren Fire,2019,September,9,Riverside,19.0,0.0,33.703546,-117.033598
1337,Del Fire,2019,October,10,Stanislaus,18.0,1.0,37.429506,-121.336465
1338,Elk Fire,2019,October,10,Glenn,63.0,1.0,41.70611111,-123.4375
1339,American Fire,2019,October,10,Napa,526.0,1.0,38.165873,-122.211671
1340,Point Fire ,2019,October,10,Santa Clara,29.0,0.0,37.066483,-121.219163
1341,Dales Fire,2019,October,10,Tehama,11.0,0.0,40.314187,-122.070055
1342,Little Fire,2019,October,10,Alameda,12.0,0.0,37.606,-121.853
1343,Corning Fire ,2019,October,10,Tehama,68.0,0.0,39.847708,-122.1604
1344,Inghram Fire,2019,October,10,Tehama,10.0,1.0,39.847708,-122.160416
1345,Merrill Fire,2019,October,10,Contra Costa,40.0,0.0,37.828267,-122.103867
1346,Eagle Fire,2019,October,10,Riverside,9.0,0.0,33.827979,-117.499619
1347,Reche Fire,2019,October,10,Riverside,350.0,3.0,33.975405,-117.207068
1348,Plains Fire,2019,October,10,Shasta,42.0,0.0,40.4988,-122.19911
1349,Wolf Fire,2019,October,10,Riverside,75.0,2.0,33.8615,-116.897333
1350,Saddle Ridge Fire,2019,October,10,Los Angeles,8799.0,21.0,34.32988,-118.48161
1351,Bitter Fire,2019,October,10,San Luis Obispo,30.0,0.0,35.709176,-120.312856
1352,Olivas Fire,2019,October,10,Ventura,200.0,1.0,34.23955,-119.20187
1353,Horse Fire,2019,October,10,Lassen,55.0,3.0,40.387772,-120.304341
1354,Johnson Fire ,2019,October,10,Riverside,75.0,2.0,33.45148,-116.05898
1355,Fairmont Fire,2019,October,10,San Diego,10.0,1.0,32.762706,-117.097441
1356,Real Fire,2019,October,10,Santa Barbara,420.0,4.0,34.484722,-120.190833
1357,Mud Fire ,2019,October,10,Fresno,137.0,1.0,36.319291,-120.460189
1358,Beaumont Fire,2019,October,10,San Bernardino,11.0,1.0,34.033117,-117.21545
1359,Palisades Fire,2019,October,10,Los Angeles,42.0,10.0,34.055768,-118.554091
1360,Kincade Fire,2019,October,10,Sonoma,77758.0,14.0,38.792458,-122.780053
1361,Nelson Fire ,2019,October,10,Butte,80.0,0.0,39.551423,-121.800538
1362,Cabrillo Fire,2019,October,10,San Mateo,62.0,3.0,37.166674,-122.361112
1363,Mines Fire,2019,October,10,Alameda,35.0,3.0,37.62782,-121.68598
1364,Sawday Fire ,2019,October,10,San Diego,97.0,3.0,33.055124,-116.742508
1365,Miller Fire,2019,October,10,San Diego,37.0,2.0,33.259861,-117.027333
1366,Rawson Fire,2019,October,10,Tehama,605.0,1.0,40.00171,-122.25421
1367,Cypress Complex,2019,October,10,Contra Costa,200.0,1.0,37.99136,-121.64118
1368,Sky Fire ,2019,October,10,Contra Costa,150.0,1.0,38.03545,-122.2241
1369,Glencove Fire ,2019,October,10,Solano,140.0,1.0,38.07205,-122.22463
1370,Burris Fire,2019,October,10,Mendocino,703.0,7.0,39.22431,-123.12887
1371,Forest Fire,2019,October,10,Contra Costa,50.0,1.0,37.97911,-122.11092
1372,Getty Fire ,2019,October,10,Los Angeles,745.0,8.0,34.098191,-118.478717
1373,Easy Fire,2019,October,10,Ventura,2375.0,3.0,34.282179,-118.803389
1374,Hill Fire ,2019,October,10,Riverside,628.0,2.0,34.01778,-117.4625
1375,46 Fire,2019,October,10,Riverside,328.0,3.0,33.985972,-117.414111
1376,Hillside Fire,2019,October,10,San Bernardino,200.0,5.0,34.183,-117.285
1377,Maria Fire ,2019,October,10,Ventura,9999.0,6.0,34.302212,-118.997115
1378,Sobrante Fire ,2019,November,11,Riverside,19.0,0.0,33.849906,-117.461363
1379,Ranch Fire,2019,November,11,Tehama,2534.0,11.0,40.036379,-122.637837
1380,Eagle Fire,2019,November,11,Lake,75.0,1.0,39.100408,-122.496548
1381,Cave Fire,2019,November,11,Santa Barbara,3126.0,19.0,34.5025,-119.785
1382,Antelope Fire,2020,February,2,Sierra,102.0,3.0,39.6923001,-120.3291855
1383,Beegum Fire,2020,February,2,Tehama,75.0,1.0,40.33583333,-122.84722222
1384,Wood Fire,2020,February,2,Lassen,57.0,0.0,40.62155,-120.49392
1385,Grizzly Fire,2020,March,3,Glenn,154.0,3.0,39.774968,-122.384532
1386,Carter Fire ,2020,April,4,Imperial,275.0,8.0,32.93432,-115.5865
1387,Red Fire ,2020,April,4,Tehama,26.0,1.0,40.09554,-122.43905
1388,Byron Fire,2020,April,4,Contra Costa,47.0,0.0,37.82066,-121.595225
1389,Interstate 5 Fire,2020,May,5,Kings,2060.0,0.0,36.075003,-120.106407
1390,Hollister Fire,2020,May,5,Santa Barbara,156.0,2.0,34.47438,-120.29379
1391,Candy Fire,2020,May,5,Butte,17.0,0.0,39.42208,-121.47273
1392,Gilman Fire,2020,May,5,Riverside,20.0,0.0,33.861054,-117.024114
1393,Spanish Fire ,2020,May,5,Napa,20.0,1.0,38.697834,-122.403634
1394,Range Fire,2020,May,5,San Luis Obispo,5000.0,1.0,35.34237,-120.70524
1395,Harley Fire,2020,May,5,Riverside,60.0,0.0,33.83167,-117.34934
1396,Horn Fire ,2020,June,6,Lassen,37.0,0.0,40.809323,-120.288882
1397,Smoketree Fire,2020,June,6,Riverside,129.0,5.0,33.782532,-116.524014
1398,Wildlife Fire,2020,June,6,Solano,300.0,1.0,38.232281,-122.042199
1399,Brock Fire,2020,June,6,Shasta,15.0,0.0,40.837885,-122.097933
1400,Colleen Fire,2020,June,6,Santa Clara,126.0,3.0,37.229703,-121.851895
1401,Karchner Fire,2020,June,6,Placer,39.0,0.0,38.98487,-121.340239
1402,Lakeville Fire,2020,June,6,Sonoma,141.0,1.0,38.224849,-122.549816
1403,McGary Fire ,2020,June,6,Solano,79.0,0.0,38.196893,-122.156313
1404,Gulch Fire,2020,June,6,Sonoma,107.0,2.0,38.216134,-122.536406
1405,Quail Fire,2020,June,6,Solano,1837.0,4.0,38.470809,-122.038208
1406,Willow Fire ,2020,June,6,Contra Costa,100.0,1.0,37.994368,-122.002811
1407,Hunters Fire,2020,June,6,Mariposa,85.0,3.0,37.61955,-120.215454
1408,Sperry Fire,2020,June,6,Stanislaus,80.0,0.0,37.463636,-121.16483
1409,Grand Fire,2020,June,6,Riverside,27.0,1.0,33.638067,-117.37581
1410,Bradley Fire ,2020,June,6,Monterey,230.0,1.0,35.94979,-120.81509
1411,Sierra Fire,2020,June,6,Riverside,100.0,1.0,33.82925,-117.46036
1412,Oak Fire,2020,June,6,Riverside,20.0,0.0,33.78275,-116.89655
1413,Vineyard Fire ,2020,June,6,Mendocino,151.0,1.0,38.89695,-123.21318
1414,India Fire,2020,June,6,San Diego,1100.0,3.0,33.37579,-117.47166
1415,Elizabeth Fire,2020,June,6,Ventura,300.0,2.0,34.29475,-119.17808
1416,Soda Fire,2020,June,6,San Luis Obispo,1680.0,1.0,35.35146,-120.00521
1417,Lime Fire,2020,June,6,Ventura,803.0,7.0,34.46182,-118.77347
1418,Skyline Fire,2020,June,6,San Diego,100.0,3.0,32.73044,-116.7862
1419,Border 7 Fire,2020,June,6,San Diego,90.0,2.0,32.580882,-116.690712
1420,Watt Fire,2020,June,6,Placer,40.0,0.0,38.733421,-121.378879
1421,Grant Fire,2020,June,6,Sacramento,5042.0,5.0,38.520981,-121.201927
1422,Hog Fire,2020,June,6,Fresno,533.0,26.0,36.82276,-119.36572
1423,Cornetts Fire,2020,June,6,Mariposa,191.0,3.0,37.40827,-120.08522
1424,Dawson Fire ,2020,June,6,Riverside,10.0,0.0,33.776033,-117.461925
1425,Hopland Fire,2020,June,6,Mendocino,34.0,1.0,39.14783,-80.49163
1426,Avila Fire,2020,June,6,San Luis Obispo,445.0,4.0,35.17977,-120.69959
1427,Bitter Fire ,2020,June,6,San Benito,813.0,5.0,36.3011,-120.92925
1428,Riata Fire ,2020,June,6,San Luis Obispo,18.0,1.0,35.40953,-120.56823
1429,Walker Fire,2020,June,6,Calaveras,1455.0,4.0,38.07741,-120.72958
1430,Nelson Fire ,2020,June,6,Butte,95.0,0.0,39.52408,-121.60037
1431,Liberty Fire,2020,June,6,San Joaquin,89.0,1.0,38.23432,-121.20828
1432,Ridge Fire,2020,June,6,Monterey,83.0,5.0,35.9497,-121.42113
1433,Baker Fire,2020,June,6,Kern,165.0,1.0,35.27678,-118.6894
1434,Nelson Fire,2020,June,6,Placer,110.0,0.0,38.89178,-121.33956
1435,Fork Fire,2020,June,6,Tulare,130.0,4.0,36.37085,-118.845123
1436,Teddy Fire,2020,June,6,Butte,13.0,0.0,39.37577,-121.45372
1437,Springs Fire,2020,June,6,Tulare,217.0,3.0,35.89133,-118.8613
1438,Honcut Fire,2020,June,6,Butte,89.0,0.0,39.36894,-121.53976
1439,Quarter Fire,2020,June,6,Tuolumne,10.0,16.0,38.08264,-120.20316
1440,Hunter Fire,2020,June,6,Monterey,195.0,4.0,35.90835,-121.08753
1441,Stage Fire,2020,June,6,Monterey,52.0,1.0,36.69845,-121.57407
1442,Grade Fire ,2020,June,6,Tulare,1050.0,4.0,36.5537,-119.19677
1443,Rico Fire ,2020,June,6,Monterey,348.0,1.0,35.9789,-120.87858
1444,River Fire,2020,June,6,San Luis Obispo,15.0,1.0,35.62906,-120.68326
1445,Sycamore Fire,2020,June,6,Fresno,19.0,3.0,36.97511,-119.33439
1446,R-2 Fire,2020,June,6,Lassen,563.0,3.0,40.43203,-120.28147
1447,R-3 Fire,2020,June,6,Lassen,210.0,2.0,40.44793,-120.04635
1448,58 Fire,2020,June,6,Riverside,12.0,3.0,33.27665,-115.96594
1449,Diablo Fire,2020,June,6,Stanislaus,202.0,1.0,37.46265,-121.18355
1450,Bend Fire,2020,June,6,San Luis Obispo,263.0,3.0,35.30742,-119.88048
1451,Aurora Fire,2020,June,6,Mono,280.0,6.0,38.22554,-119.00289
1452,Poeville Fire,2020,June,6,State of Nevada,2975.0,9.0,39.32596,-119.81098
1453,Pass Fire,2020,June,6,Merced,2192.0,5.0,37.06641,-121.21912
1454,Gage Fire,2020,June,6,San Luis Obispo,33.0,0.0,35.69993,-120.96759
1455,Muck Fire ,2020,June,6,Lassen,12.0,0.0,41.0336731,-121.2199939
1456,Avacado Fire,2020,June,6,Butte,136.0,3.0,39.3784,-121.4319
1457,Flat Fire,2020,June,6,Trinity,62.0,24.0,40.791509,-123.437051
1458,Bena Fire,2020,July,7,Kern,4000.0,2.0,35.310132,-118.702732
1459,Rowher Fire,2020,July,7,Los Angeles,648.0,4.0,34.542742,-118.324601
1460,Bonadelle Fire,2020,July,7,Madera,500.0,1.0,36.9678542,-119.9252132
1461,Soda Fire ,2020,July,7,San Luis Obispo,157.0,2.0,35.393889,-120.053275
1462,Mount R Fire,2020,July,7,San Bernardino,62.0,3.0,34.182436,-117.124353
1463,Sheridan Fire,2020,July,7,Alameda,108.0,1.0,37.536015,-121.876277
1464,Park Fire,2020,July,7,Santa Clara,353.0,2.0,37.166733,-121.567505
1465,Crews Fire,2020,July,7,Santa Clara,5513.0,8.0,37.034839,-121.501532
1466,Soledad Fire,2020,July,7,Los Angeles,1525.0,5.0,34.467915,-118.328877
1467,Patterson Fire,2020,July,7,San Joaquin,150.0,0.0,37.71984,-121.53524
1468,Mountain Meadow Fire ,2020,July,7,Solano,75.0,3.0,38.21614,-122.12447
1469,Nail Fire,2020,July,7,Colusa,25.0,2.0,39.35498,-122.65813
1470,Tripp Fire ,2020,July,7,Riverside,10.0,0.0,33.551838,-116.7464168
1471,Alum Fire,2020,July,7,Santa Clara,31.0,0.0,37.37731,-121.79349
1472,Power Fire,2020,July,7,Madera,108.0,4.0,37.1487,-119.50307
1473,Elliot Fire,2020,July,7,Riverside,2.0,0.0,33.623968,-117.108421
1474,Robinson Fire,2020,July,7,Butte,33.0,2.0,39.43227,-121.37994
1475,Casino Fire,2020,July,7,Riverside,91.0,2.0,33.48429,-116.83552
1476,Mineral Fire,2020,July,7,Fresno,29667.0,13.0,36.09493,-120.52193
1477,Coyote Fire,2020,July,7,San Benito,1485.0,3.0,36.653,-121.04401
1478,Ben Fire,2020,July,7,Mariposa,48.0,3.0,37.42319,-119.95807
1479,Valley Fire ,2020,July,7,Yuba,500.0,0.0,39.10112,-121.33589
1480,Hollow Fire,2020,July,7,Alameda,253.0,3.0,37.64044,-121.59374
1481,Pitzer Fire,2020,July,7,San Bernardino,119.0,3.0,34.39464,-116.97557
1482,Badger Fire,2020,July,7,Siskiyou,557.0,10.0,41.79319,-122.69296
1483,Hog Fire,2020,July,7,Lassen,9564.0,30.0,40.420886,-120.86375
1484,Platina Fire,2020,July,7,Shasta,333.0,8.0,40.462621,-122.792645
1485,Gold Fire,2020,July,7,Lassen,22614.0,23.0,41.11037,-120.923293
1486,Milepost 21 Fire,2020,July,7,Humboldt,100.0,29.0,41.1849445,-123.6986222
1487,Feather Fire,2020,July,7,Butte,30.0,1.0,39.506597,-121.604579
1488,Holland Fire ,2020,July,7,Contra Costa,75.0,0.0,37.977309,-121.620238
1489,Easton Fire,2020,July,7,San Bernardino,71.0,1.0,34.135626,-117.192142
1490,Rabbit Fire ,2020,July,7,Madera,135.0,1.0,37.118075,-119.932391
1491,Iris Fire,2020,July,7,Mono,120.0,22.0,37.518879,-118.711135
1492,Jack Fire,2020,July,7,Riverside,145.0,1.0,33.93327,-117.033124
1493,Hill Fire,2020,July,7,Colusa,138.0,1.0,39.013591,-122.359663
1494,Karen Fire,2020,July,7,Riverside,250.0,3.0,34.028116,-117.429598
1495,Ione Fire ,2020,July,7,Sacramento,51.0,0.0,38.420382,-121.044895
1496,Ridge Fire,2020,July,7,Los Angeles,321.0,3.0,34.75844,-118.72004
1497,Lincoln Fire,2020,July,7,Humboldt,25.0,4.0,40.78804,-124.19954
1498,Branch Fire,2020,July,7,San Luis Obispo,3222.0,4.0,35.35146,-120.00521
1499,Brook Fire,2020,July,7,San Bernardino,185.0,3.0,34.25143,-117.45479
1500,Clay Fire,2020,July,7,Sacramento,741.0,1.0,38.40329,-121.17197
1501,Rabbit Fire,2020,July,7,Riverside,104.0,1.0,33.934137,-117.034461
1502,Dam Fire,2020,July,7,Los Angeles,220.0,15.0,34.17363,-117.889503
1503,Sheep Fire,2020,July,7,Kern,233.0,1.0,35.14357,-118.7933
1504,Stump Fire,2020,August,8,Tehama,684.0,44.0,40.34659,-121.6415
1505,Castaic Fire,2020,August,8,Los Angeles,178.0,44.0,34.51853,-118.59699
1506,Pond Fire,2020,August,8,San Luis Obispo,2005.0,8.0,35.43128,-120.47346
1507,Sophia Fire,2020,August,8,El Dorado,36.0,0.0,38.686478,-121.103299
1508,Water Fire,2020,August,8,Riverside,52.0,2.0,33.924086,-116.641846
1509,North Fire,2020,August,8,Lassen,6882.0,8.0,40.36764,-120.44811
1510,Sites Fire ,2020,August,8,Colusa,560.0,3.0,39.31313,-122.48525
1511,Post Fire,2020,August,8,Los Angeles,120.0,2.0,34.04447,-118.21608
1512,Beale Fire,2020,August,8,Yuba,600.0,1.0,39.11307,-121.38178
1513,Elsmere Fire,2020,August,8,Los Angeles,200.0,3.0,34.3428,-118.49731
1514,Stagecoach Fire,2020,August,8,Kern,7760.0,15.0,35.43044,-118.53361
1515,Trimmer Fire,2020,August,8,Fresno,594.0,16.0,36.90933,-119.2439
1516,Pass Fire,2020,August,8,San Luis Obispo,322.0,1.0,35.61521,-120.40457
1517,Fort Fire,2020,August,8,Kern,277.0,1.0,34.93929,-118.92967
1518,Texas Fire,2020,August,8,Los Angeles,210.0,39.0,-118.46115,-118.46115
